signature,compute_units_rt,fee_lamports_rt,fee_sol_rt,latency_seconds_rt
SiF1v9aVtMt4jwtcbB6HVMUFxg85G13Hd12rJGzvPHhM5ny27zmgfRkSwQeQNmR2WpLfBzYi2k38EecVrNPHLYW,,,,
48FnhJ2pn7wynpxjHc6NbKLqrc2oaYJdgYsfAoT1ukf1y58VtGjttdVzJpXaKBHNGnVMZAuNgwbAxSx14zPrkXoM,,,,
397cXAUxXPNiGES3tdjTf7H7Tc1VcNyhKXNQwFa5HTjmGGBMbTu5NKuMfEz3mxmNUNjNV7pP9TBiUF4GzDcucx1q,,,,
26BqW8CjBt6pnhN8xEnuS1S2zoJiuLE1GicAZLAumZkgCwzzWmPwxfkrMdiprjhMGwF9GyofNq1kY6HF8ZR2bWzc,,,,
519BK62w7tEL2BvTofJjxM33DDRQomnJ1C15CKEHcJG6BsVrg1PycATgEfKDZLKCdR1eWU2pavf8GhjGbJoDxoUZ,,,,
mJiFM7cemHZh7z6k8VrV8pt4DD3tvTFHqf5KJWYgG85Ka2QxJBLXVJtm4qVLDVN9NzxNJ5HRpwbiLmQJ8vB8u8F,,,,
3o6btQvcQ5ReghNRw1Em4nsynwm9wgxdP1DFfE4eCB5oELTnVeTECn7b8mLUetRgyXUaosybUkJB6PhS2mEmm1pa,,,,
2kcscyV2joDDUPq5pne7qYAgroyUFrSPsUHNMY7USgFWznaHu3FhbQs9GA36WXVKRaw6JHeBFenaWWoFpSBB8Vwj,,,,
43KtcQ9Wr2qGnENh1Yfj2zsuSYecfrMVYfGjxP34sQR2CufnUi5wzvUERrhNDJqTRDeRAZxJXrPMcDoqjjQ6gi5P,,,,
4i4wD7gWv89PNAzoScxhMpAiiUFe3SmbPbxGd6sfRsKJuJBKVP9TXVv7kiGgCMahnHwjasAibfqYLCmat12BECWh,,,,
ZERArCAYZERpgFMq1Zx7VCy7Aju9fr26M41DLLuCFhCKR68LA4uRAboMSpZcL8oLbuF9oNLUddJa5QCQSxY951b,,,,
2gsy9S34BRmtA8JkREHABDxEmmMHfMXHA9ZHQUw8NNs4TNMzxMEgeDEjoQdfsPjWUDbBWKQkYeLyDU3Y4BXP1Xxt,,,,
5tJLBiNsqG4Ct4jk6FTc71LMZomveLSn3ZBcGxn9b89PxCrd6U8rDn8USjPZgXJSsZoHV6iDTPFCu4gkExc1fQ8m,,,,
3kbXL5JrumpszpcGqU2BMH3BbsMv8VU2jfMT8kjdJmnXVsfdoUkFPvD2E9ifBY1XLLMbe4LkBwT1MjEqocDi2g83,,,,
3hNxmPFvVkVq3nVY6mBUfD3WPXhtAWd3ffunVhwQ7A3osnaPydNtzmBcTd4Nv9tBZJBRAwAfyLf4kX8TbZmfoxdF,,,,
3suJq4Wx3csBhaAjooH2Nv7rM7XAsPCaBMmDxPydPeeUgUsjFdVM8de2pkvdK5NYtrcdN1VrAkT24qG71RAYBveS,,,,
4cafKNxfEdmuo8kq75DDNb5YZnE6saBmQGaYS9QGNc6j6fXjqwBkj1n18gryxy3qxwjDJFwgNiqsCRepQc2wjo4D,,,,
Jq6UpL11ETXApdHup3QL5sBqUqQxbSG6mCcgBVqzUAMFCGUakPQs1DedKMZpindN9v6VVjPxB1oqoKDMCzg456E,,,,
48wjDpEK9GP9GwovYne5Dj2NSuyTjsui9gSvggNArp34ydPyLjGpsghaLp1yhEAquaZJD4aKm5y1i2Pk4YbE9uAa,,,,
3XXY7cQiGBkCEoFF7HwYB1id2Y4kpFQYStMmLRtJ5augK8EH8Tt3AkiaXCeADot1LFoAVv5b5iJqLbvJiqUNAtN9,,,,
4rFbnKM2EbxJD3Fta6r6LjzBo1U2CZxLLC2x1CXPkcjeCQqwQ5zcB88xtWpn5AZRMvz6rBaWNcc1bwrcvGhA5B1v,,,,
52SpF284hJ8hqDUBxzX6S319uCe6i1edT1vfczS9RGjg6BMikruPvoyTkgSiLWce1jXfQMP6KCQmMGLEdxdTLRu5,,,,
5SyNnJrUzuEWTnxebAVwwiCKvBHmQgjoiW9ZoCRcAHqBFJF2f1juYvPVp6R3AjBbZipNQeq5RUcck1LbXwF3bhS7,,,,
2CTNWjUQXwF1Uzdj2VNSx699pbuDHjHSgsopuNyWm7rPvVUyeBWVYh3mQkXYFJkvVA75X6BmZyw9J59muQ8X7TLc,,,,
5wMBwChgdKCDsKPNV1cDQS7bGMQmb8Yyr6RZG9rA38v6jffCiJXUoJSdptR5SByQRX59Dc6htZexQ9vA11cYsb8E,,,,
nGeAD7Szg3xgqWvWnTkBReyxQGkTDD1rriLpqS5LefbLnsJx5VuZUdPURyRg1ndy653DrUKgchbWppiqYo5FVU7,,,,
2jDEQ19SZjR7ktAL1P7qrK1Zpxdc1eVP2hcEkSRNV2bXo5ydbY4cFZtkPjaQYfjzhn4VWwtqc9Y2R4i74p6ooEN3,,,,
2EbtbuiVQdkENAN49GRKYZfjQ5hFc3qg3erVMSNy6HVHhrD1KEcQ819WnozX7V4SGxLG6RemScpYy6NHLGiJMqF7,,,,
53gqstHbBrSiNtBginc7uu5rCSdiDn1gLuX5Nv3LSKxe6C3igW1MJTeBJp3Y9e1ZbZxa2wr93EDst6vi6Me8hzfX,,,,
5zXWoHBQ1Bf8HjFCzVdLLWcC9empTT7ZT4pLAkf3yXwNvwxxkSKtMk215WJ3NriPVPDYeTbHov4tx5QPMsbh5zvV,,,,
3Gvr9jwWBvnrK4Vgme3KPaP4QW8tMNyAixH7WWbWa2iBktXgHgTsDadHMttXotxRK7vtSbyfKeMgnNRuMtKM6TBT,,,,
59q8153E7t6erktX7i9kfe5TzEN6GFHCHxCjYAV6NngJFwBb5mthjjmUWs3nHYXtkv5x7J6ivg4FgGvkytqJfehA,,,,
2w3FBcaHSmh7BR9hjUJ2vk1nEDGPRStxqwGmgSx8reoEPFzDFdmB1yJEJbfbpnKHPXvrQCyuQvWombuiwFAUWTmA,,,,
473XjnfGr4eg9dtAJe5r8BM8xPND7F9SMqJWzCguh4FEjiMdE9Wp611uisDfqF5AQS4WAKckD1Rs6xUua1RKTAzk,,,,
2n3uBCcyTmxXHtLErKn6tg7xe9HvZD3C1s5RAgpTviehyHY87pscTArgUnxiBGXxHC5VZgs1eizJLMavhZTQQHGa,,,,
vazuTcnHsf8pdX54QJFKsbHihkSRbW14DxUec8To5VNE12RC7q1z9UpnU4NdRUNLhhsQQogYVqSiaXk2qnsN2bo,,,,
G8Gfb79pmDs5ThGpRZeY8FaMJXeNne6S9PMLQwiohjA3ioL32jpvUxWv3giRTYZuoschkwVs96VxHVrnv7rff6A,,,,
5WQJqduMMECsMFaaaCQCmZrFwJJE5YgayPNwJU1cfLtR98qnTXZtfmp3FNxaeHL12MKAMgH45LVhzzWjh51v9qte,,,,
55EnwE1tbZTgqW2JhnkAPu7Vrd8h5taATxDiccQq4fLMZWpW6VeVpfYnus37bQrs14P9AhrCepLLJjERE87c9ZhA,,,,
4WKdBbfX25dkZoV2FrUnQRuk4B4gdr2TtPb5jmyasPDuXhTRf4bcp15wH2oaBowqVof7iaD3Pya8xzZ67tuFKFEh,,,,
3XKcxxAYF3EZQMyDw1hybxSjebakWpxK5TyqAv1M5iyFW1ocBf4ToXN9Z6Qr2gZKyP9WLNn58yADJhU7yx8rvzee,,,,
xaBQzUzArw99YxCMoCWstZtn9Am11ExXxA87cXvHoPfD4puyuR8R2EkxupZQpDY7PKJtkYZ1A8ZSfWD1NnfwXoy,,,,
36JnshJbjdMvvmJTdkS1TcWp3S7QCipR1qrFMRvvp9AdaA4PtkZeCeVDmSu7VQx5VXPMHBL8cbGZkXRXJndzH5cw,,,,
3FeQnMXjRcJckwXtTaQQNvEmRuxGCqbvjnqBVaP3K22CsL44eaX1CvCUsi9XpZfAP5kFczRX8vGF93dJyifzLS9j,,,,
5qDZBcvFHHeXRPaaXFRpxiHD2kK6jbFG3QUL7TVp5X14wyQWoLM4Yu15pjHJiTwRjiGPpGsuhXaAsE9f2uRTZF53,,,,
bCca2A6NvnprKJn9GBqq4KSm2gYNcBjVXWHqFKNdNXAQHtTzj7Ya265BVELt82ac8uNrgMNEk3A6iseAC6tASsz,,,,
3QoerAVsHKJTEE43GzfPjqfPfxCaSv2MvKCRUav9xoddTLcmR7PmSiADWVWMj423f7KAnrzKuvE292VGvnZuNDqj,,,,
S4hR8ptoRaFDjRztwcuqgZjCSDfEcssG4LiTTetsxvp2YffouG7aQr5ForfV7sBoZCFAByyee6hSuZd8nMNRU4x,,,,
2aRVfTzHf9rfMaZULpaS5JTHV4VMTTdYCv5TB9PSKWAwE6QcYYAGJzLxPmNMG7gJ4GygtbLQWaDKQX3uup3ckYHi,,,,
2zrH8WrYXNw1qHERogJjLDBkLp87pua6zC78aPV4ump3FvdVgpPdc6H7XcYzhu3LyihAawMPENDKHoBYmGLzxHqX,,,,
W6PXiQv3uxMebusMGfFPSYA5AZdiSJgdJeMHYZRHuGNUfGNAr2AvTnfKMGY8bA2S2vDHNW4PeWCy1yaPvZpHUxS,,,,
2u7q98YLfG3EPS66gS7eN9w1W3NYSk9Ey94EXaq1ZyZgqZVsMPoHStUUeXmwHFCc1VtnECudprdBHoBZtH4tjYj,,,,
gKqVdzJw75yzzwrfzPVfFvN4e75it4QmhdcRcCsLf3yoPq3oVoFQNPex3hiW9J855gwHsgYBHkbWrGnFXsDHGbw,,,,
5H4RkFHa3kF9mx6Q4uLKf8yrdiqe7Q5bMZyko9pCqFef8TuhwRjfcFKgDCSkM3TNGs7LQ4y9rwjWqqvhQGpya8Wk,,,,
3bcre7uRWp9dXDZfX8HKDwnFaq8zKpJd3fTcvkQcuxw87aALhpc4KEVWgTzEkVXjEjG53znGuE5dioCJQc93UzGA,,,,
4LqDg4wsfhuh1oJ6Fe6BS1wiPacZdexkGnA519yazzAYoba96J1AWNa48piW1aTaGfUds2KmBhPgyMQpi3QX7amx,,,,
3bN4UXJp2UMbK2hcD7h2VvUnEgNyoA41fmRZ9JfcTHs27dV1gKico7ZYg42uHqzB46aVG554rwejp2XksB2jtvXA,,,,
256s2boR5Ze9JiT4xzQzxjCNhh3f6f1J46h7sqETMJAqLhJWt3iBbtXDnhucihqoxEbcJTuinNvKbrEzN2X4Geu8,,,,
3Ej1SuKAsCuCp2cvHdJa2DvX8HcnvTQog39gU3qDWJ4BGLqqduEWGGHdkw7CXXbcTRVebFzERbnLqgaFT1x8E91J,,,,
2KPYh39QFM1RnDHh6YsgJ1sWnn9nNE7bP41krHHKBGgeABiUyDoJFAGhdfqg8KVNeD8KrWttJZHEPDgg3Y7CHSpt,,,,
322QGeggZEVfMymwUeKysSdV2AZwdSKJMMC7ndnwxdftePQDdrQKrb3vXPqR7HCybfjfHCDpf3gvgeV4ERT4K4kZ,,,,
4XXQWWrEXMHEnxiugxWn27Kmnq1vVhDjUYE2bksvXZxu7fnc4z7HLmpv2819nft4d1pJG2j9PutRMc98YcDKdzM2,,,,
48ZkFYS4QpUFBzERgbeaeyn9xcgie72deAzCkxjCfgt85wgQSkHAt5zRXrd711RCNs9qx27mqUPaobVN8iwaxa6M,,,,
5vBHg4LZPn9JbKVQXafnr1EJnryLPktqbzjHP3VcSnQa8Go7kxTvUbCngjCP88yay1zWbhui4kUBaKNcT3hd6vvA,,,,
wrMRx9vEvfbRhb994mCQaeMSgHsbaRQZW8qfFmRGQHY47jQvnox1fuAVwr9DSeZpP3McSqfN42ND31u7vq2UrWG,,,,
5oWb3VztUTrNf4VFPEpvCjZkoMD8S4cFbWioGStou7M5ejz2gFgDA2q6LecGatZkTSBeSFPC96byRQuhBvbaaZ8v,,,,
2oRt7jvyGtY9fyjePJ8YAjySUHUxunMErrz7iqg3X2YfmENqSv5FTDJxYE9ctoZPa1QwseW3wovQmjEzBgzTU14g,,,,
45gkLjVmJCkj9zFzb1Jez9tyaM9uKhehwiReppRRTFChDjRxgEJRW7CmdvCtFUJUyEgF9jdnh6jCo87YGJKJEyEd,,,,
5na3kjKRGcYjXt9S9JYEtgLi5MNtAxw6yHSmLXU9SBNSURTgUf94A7y5BzmjFtU4fdqRxcBpLqDmD4TvmcAGG3zm,,,,
s2Fhf3Ej8JyACSPAZEsLtxEJCYj258Ybc4pRviALC6nrKR8Sqh5tKnyHxGka9LVDxevzPAPMAmGCmPjwe1QRkxV,,,,
khwCYobnKrXWYFmEM4oFWB7VccTzm7U4ecJ4L8sGvNEL1sh8qzD8ZJhnT9qZpTcUuK9knuMecchwUZBLqfopVH2,,,,
5pMn4cy6NUExtghskzXcKa2uoTQU1L1EYsfPXQaJxdPdV1JAiYBBe55bQQdibQw9ue7oHBpEXAwJfwmwi5fWCGKJ,,,,
2Xk7kZzgPVFQaZgqTsubDn3DZsnwYQDLTp5hKstqvczzSaKuYLydHKXrcUjUeHtytyJim9HrzxuFRNXSZJok53eE,,,,
v4gdNXqUr2DnUgLuSSQ38eLBrzxXBPWYr2YMBTzKdcoWYmFWsTk8vTcshJaC6Hr51FqG1ZzDre6vyRo2p6DQZpb,,,,
4kbwnWJYJdnqpfiC656fdBLwYyMNFczBb5sZP87XkHfyVK7ud8fwbmxh1AFjwM8enqzpaGzKbVzvUFT7XRFtewpQ,,,,
2Dwx45NHKuq3ZU8qCXCT8xPqiDW1gsxADPz6YTYWycMyuVh8WZhCtGDpj1vRYF8TcZtY4io21V59aHa68urwWhVC,,,,
4CsbnazNbQhV12oFW7NptM7KhmqfVtX9kvrH7VaAaTXPy4xNwE1eGZEdndTFUnmVqF37ngMxYurW5cpgR2ivTARK,,,,
2sgHKvvY43UdTehLgz4SLNRAs5f6sBRcZntWHy5mmCZphGHMcQ51g2auywQhvQjeskoWx5Lgoe67f2FzfXzUTRkA,,,,
3EjUaKB3CDqrF5FpESNXxNvjVWHvj4mqUu6ASgBxKk7UxLgFoQsu5YRUHnzaast3eS7YUyzZudVHYkCD8i1181hb,,,,
4axByMH69RzWNwWSiYgZaKPYuULBbpoVokwJsjhJev6CBcrGnWLdxUtYQQKwqkfi4Ru3SJ1Y14y51xM2Pt8aEDhH,,,,
3ydAxREWTVDKRnPc6QJqcspoWbJVqxq1xTymiLdb87Zbh7gDrpRyv9DaNCi5DW57PsBmK3BztKe6CYNkdGNGmaCz,,,,
XFPmPZfEuCx2HbSE6JHZ24CH2cntuGT7Kasfb5xGXJYXY7rvqy2WXy3dptZ9gJQr82LimWVVrp1rr6tKWaUYxq2,,,,
4JbpvkWSL2kF2a4uHUoamUqNp6d3k1JSzaeaS6yWY573RNhKr6XZJu99qDpVJZik6AfHrXKjwq6tUXntPCHFRLTR,,,,
5bQ38Qm3TEz2acGj8QDGwfLeyboawDZmc9gBVgnyjPLNZpoM9mF3vipYqHY4qLVZV1Gid6q3KQVZ5XDZFjCnMVfh,,,,
7ZJLzL2y9TxzPqLDARJVzPvVmNCkjzf2RVZ4g4TatpavMyxLEK9wVP7bRBvtPq8HnKrMdyEgLyJiJT9ixmzvPBP,,,,
3ML2g6wHqMSZNiuGntUG83bTURCbZ5v3ZYQm9KPo83NFQbRcKzhD1CaMhTXW5pMXpC2eD3JwwkDD3vDBybhr6dou,,,,
5gfyvZubKCpCaB3nc2TdJMDs1RVobSh5NRPCCsu6pGSvcXEvrr2hADEjs6L83n1sz7vkWWSn3FiCDYuGVBYiFHhJ,,,,
2iNP48CzY1BpNUTFM7L3zePgWTSoA6GCMyX48BTSJrTr5uaE3ZRKVpZ1K5NWr21J9sBqRy1LVA6atEhDJHS9fEag,,,,
3EX4ti1sb2P6372qiNW2idKNU3LHZMYy3kuo4e8sJ62j5tm1613YwjkALpfPsvFTK8oDfQxQNAQLF3LiwfWp9yiF,,,,
2bsbUpXvV4vDVbsv7VednF7HDBq2YWVopnEAWFFH9mm3TZfdLZqjytComX51skRybxGGy7uiD21sr8uV1v6AuhBD,,,,
2Vy3aa1J4ud6hV48Y4EfNxcT87zPjbr4VRNNfZt57NWwn46a6YV7YaE96gaEdn53Je4teXBEjJirZEZhGfEUa7UN,,,,
jip7zh5hJxmxddhXHUQTg3mn9fJoBUTDC6kRT4KMPWYPwG5c6MQibGNyFymvGqddJLhqbvN8ysMj7VbqNFgt9RK,,,,
2r4yt8uLdoyYE3aBUtkRKoFswnmWPu2eqamjwzpccLbnU8MRNM9SVcMoYbwGEzpvr3jHnT93w5nC8XFvo5iCkfH6,,,,
5RgTpzAQ91ArRma2Rn1pqSJGQGKT7i6ZwExhHDxNGSsaERevwuXzsEA1YmjKxqMQHktxZuxiWA4prupfXJEwdybH,,,,
4CkBYwjCm6RHP5uTvCG58L5a48HXEcRucZmxAEyEZoRRg8r28Pa6BJcZtbxegd1oEiTnuSLea1prp31ze8s9mXgQ,,,,
5yWwkSkkcjMYeNV1kQ4uGtHPPRu81eoMNA3GJfyqnQFUdtqa746MnT8NYL6QzeENEG1TmEcvsSbHgJD5YeSLi6Qd,,,,
5a824tv7uTorTY8WU2fVYdLm3q8KN5Bjjk5xNm27AmkqHSQtzXaeKPgMy7aShZ2B8JczeRjwc6rHPyij9Wyc6Si4,,,,
28Er4QEX3YTATSYgwkjYChwDVyvUiBALna8LerZm5VLSRDGdHJRbey277ZwkRBrQzpDk616WnQHey4vKU57LDwcy,,,,
4eDPxvuHnboUDPSFNMmcRizi8NX34DNNs6KjxFDPRcJCvcwYi3AXpVvkssy4JaagKd2Ma8j85UUMHqkSgo9MSgQu,,,,
5MuSY6i56Bu44dRYrz8phu49LTTQiXh1X47rer8H2kmAsr6WTAw7VKAnhuJfiUe2hRMf7NHLmEDQm8HsQxgJYC5A,,,,
5sEgdxsHP6ZtMDeZTZrXVRgHyHs97JHmWNsYuPw5cCVyUZtsNufNTw1cd52tUYXyV9kq4tEF4zskMdY247gVA8GU,,,,
yfb7o5T8eVdaDmX6phGFCi8c4AMChQouU8jb8sM3hVaHqcbchhqoCbnrzx3Q45oxh7BDtJJU1m1XgYR9eYqL5Dj,,,,
2MUxdF7jJCbZwPmmPdfFLzc2d4jKHc6EfNzvVvoxUawXxC8Fpt6b7bjyJjT6KnV7p9YW1Npw8WDwJQk3dQpMPYuD,,,,
5ToHW4do6JCGXagumPp5Cp2L2KK5d3JU3rMzpVaAtzQzBFuddKCJhhchkeghLKkNLztLgsbd9Zsnaf4LxStqP7YT,,,,
34TtDFAxfyziQmuuVaT7eZxWasK6J9HcS6M9a2NsnjL6kzKEWmFAkm2pTqugSXYDvFo7EbcZTwB4G7aQ2J3y7vrE,,,,
3cui3FYpkeTwhSVdQCsre1Fmm2HUfK2CXqyrLQewX6X3a5tJP6yfwDoJhyAvT6KbXgXhvGeULtxocvdDkV1cKmZT,,,,
ksbJem2Vc2ptWZEw2zKoXUxRpr4UphC3Fy9k3W7A1pfxvCohF3ec73uBZ9H5yyxo4XvKBwbpr6UShbb6W41T8s2,,,,
3y7mjuCNsa2d3bXtH8vYdYHyH69aSPa8prXb1QRThiEEm4R8DgWtanwChhGscD8yRhNaaqhHH7faedeQduiQCGYZ,,,,
4ooUKXZQpGobUFr1Y7H8koiV12e2CUoTDqr65eJzHdgqk1VyE8s9jT9VR5a6ptWvUY84QSp1HCNgC6Q7seUQzCTd,,,,
5NZgUS9c1TTS8ncpkjXHjj14LNNmdun9qRJEMtBwBeYDaw8ijt965h7FM3nrusUuwYp24Y2WoF7G3MiA5zAqLUVA,,,,
2ZKw9ZTfeV7LdENuqMDGmnbPB6L8CCisDiuW1WJiJenNcJecVdssThuk4eHZBJHYnwa3tFaqztsNnJfYCbV2VdcW,,,,
5XoLFPYJ2Hd319Skk6qcuGDpYc3Pep9CASmMN1eJJyigZ5U8KdKwfiy1weXk5qZxXDMScX1SV4Zyz3y5vEnPcyLV,,,,
4D6ivm8dMeFMPh6PvntNstbv6RtzXSiaJLw9PKN7hXXm2uVPPCHnvT4Pt5W8cbdgMZ25Cu8KEhqaLajFiRqENS9Y,,,,
VAjqRVoWxXZCNQcs2iHmRdU3FvC9Mvm81452dvWVMWuQoQzfESaUxRzsUaNB5EoPPmRh6NsF6AGEXy6NVPNZt6d,,,,
3otxxZj4VzqXkoic6zW9ZYW9CWc3nJEk3Len6yQR91HFQcdnNDbge8PZGos6GxbrY27gTM1ok5Aui4Ws4Jt28oWq,,,,
3MK7m7EC6uTRA1nrVMwjSNnd21ud2BCnkUENGcDNLjQQtmDFg1uod4BCHpm6eCeJBKt2d5D6nDKkXhgWj4LSZZFg,,,,
3qRDr78HZutJVEFv4P8aEvQp8EktdHUqcCfRHanJpjF1Btb4ANM5WanMrYXK1jH7cf2y9M875JwfVPNjZswj7kd3,,,,
3R157keGhEe6YhCJ1QnKWjQ9oB1MJ3hjGixutbSBZNq9nz9QXVhTzXbpSay9S3VtbCKyq3gdJ3dRgB6fkxtgwPz6,,,,
2eRrALKtBDRjUMgABkeDRHCrVqd8c4rsom1YaN2uDNU3mdcjdBgdSJ2sS5z6ztWvv7R9QrqM6ktJfTSU3tCvRiGv,,,,
2QMBUnAJ8viiJWksYZMv1nsCywYJQfVciQKx4xgcvsDMNfQLPyMuMdSBFfgvLNe4YJq1CMJzs3sEMwwaUD582gJW,,,,
51xdx5ADgXuK6XQ4W1Z1ymjdSS949LwoaLv1BiaX8MoLyb6zxn8tKfroBYbgJ7nEykM4dMET57DTzZZr53ur7qUg,,,,
618N23kpLGk5RyHY2h7Aiezh96xoTUKTzwbBhPdFfWr8VP9eVFA1MafjtCzgnpUf11xkcxV5hhiHJitqhM2i6cPj,,,,
5QVaRvu9SaW8JfVjTHw9oqFEZjyBFH5V3rN2csaKDsZJSLdwxhfN7gDW8QKwmuMqW4Tr72VCRiUQ6dPEPwt8xJFJ,,,,
vJdqrxP6E3ST2d2ucGgeKDZThqFvLgwkEq1BqzKFBUD4p5zgfHHnmBoVBVLJq86ZNBZ7BhPDELJv9XBnKyGxTpn,,,,
2EeusHTMSCVjhdEu2qoJatvWjAhH5WzcTFBLkS2GQCvPNTa8KaFQT37yYbcBt1Gw4onhgVFtdoCwuqYxMwbUJgGL,,,,
5nXDgajAf6am3ozdb8Y5cpBogHumt66eZdxqmYGRMtKJAWhSc5NVQpRz3hgek2rEQmnq8DdzCpkrQMzaFScdwrUu,,,,
4dikmyuHi69VMitJBBzYZLPd9pFzD6Ghamti5tZYcXMZc8tqkcsFnyAfFqedAXNnUNHj3GKoBMU3Dy54b7b4CouR,,,,
pFSPSnfesgTK1XF2rFD3zuzndm679qvURiPmq38tyHmUHsJ4WsT4K7kuxuSdQPJEHRg3PpRdyiMv2FyxdafbYXB,,,,
3PbkZxWi3GgEkcUFav2hEWtusQLmpQV6n8jrHhqjA5c2x9wRY5MgVPbPZqHf8hL6UPipNjb3AbSmNaeVk2h44j8b,,,,
AiebafRz3St51As3uERUj8rRbm1zdJsFBQFSkro7ZcFTxSWrS1uwnjMzxFVnb1wG6JjsyysehvxCmi3uVYEfnMH,,,,
SG6mdpVFbsY61Nz7gmKQP6sJN4aBG74ecmoMdbJWPFy81jr9ww6X3zPeGJ2G7cn799Y5bbuJtsVdFmJJF9Cp1cJ,,,,
28HYxQMWmmDcBe7z2Hn3JjCKL9pHbrBYFp9mFoCveHRhaiwC2QjfvWP9TFf1C3mh1G1yw1ywoUToCEkeuPhCfFqK,,,,
3MjkNuC2NXrwNqt3ToYJvBaMXfeSAVSaBdTPyRpV7p7B1RV6G2pWqnTdFCUBKMYHfowfMSnxehiydohRBRt5VPny,,,,
6dF6TrCNFMshtf5r6oxB6BM7ZyD4kyN1eqmEPFvU9Svak8jXRroHGbgVGRmHCpsx9Wfnr6gRHWg7YztszdgH2vt,,,,
Pn4GZ577QGajJt4XqiKPfpWYzTnaocLBUnfw39qdjnoc7ubFTHfDrLmrsFD6NsxFmo3ukhDYXxdkVzez2NJEqB5,,,,
kxn5j4hR88R8FKyaxcU2icPFwVvXpGgdUFoKX5BTs14xcgmgxFbQ6jtBL2nKAegmX79J8kLaRJrFQLV2hBLirN9,,,,
2V9Pzb6Jey85qkWK9zRP9HjxQHV671vo2HfDPwPrVuaEFHwDV7hR9twA4vPmKu58Vt11Un6tGyWvMxc15jTUiH9d,,,,
678xRJ222kMzbhB8875HE9kF6srx3UrhxqbCuPx1WHXhBfDxwdGUEpWMEiGpJjVF3buupqHJRxG2Cj3oLnceYpf9,,,,
3UXSofeHAUcuithVSmrqAKHmpuYHuhMU6XgnW8jPukezYjBjQJ3or3uyyPZDqHc6JQVSsEcZFWcYy4cMxEAdimN9,,,,
4Ym67oKTux7rCJfMKDHmxPGbTwJckpMeWT6cJJuJvN89oPW6c8socQW8FQFyCcQgWV5dQyrDABNewcsi53T6YUdt,,,,
5FcTB4c3pA6yv72qNYGmMjFJ1Lui37BVyoCS9PnVwU3e7JgbkkDYUyPxgVxsncAkdmZjoR2ejj3TCBgWG1zJphXR,,,,
3ZsLA7Chmr1Zx1YJG5BcchjfxLzxp7spYUezprmAjYZW8QFgETvF7RUUhNozcv3gQyenk1AhFSpb8tEDVEiNdYDd,,,,
5VyS1rGAJ1fqmEikN9j4tVJeQJxiD8d5wFANVFv72WEQvMZ2hk5jc4XNmMSBr5iBzQRjRJiXdWyeyGZ64ZTeW5pu,,,,
PTjzLPVV1H4xeJKnAuz9L1ADqnTMoDN296WcudNtMXFwe9xjRB7b3qTGJqPQRevPDqutidpAY2sRBuc2K6SDRPM,,,,
u6n7RZ7pzcMdX6mwDVj3vRc9E7y3RtF6ShunJwYV4k5bJ5Bvjfj6YWZpVjarBBp1BAdk6R2bKUZt6iRFy8KGvtr,,,,
7aaCuU1cT4FSF38JmNFdPNigZpcuZoBH439xSmVK6HC8Cccpjnrtxbi4frYgkT5zDto9QCS3bSdMpYdSnTT6j44,,2005000.0,0.002005,2444217.0
3XD8mCSWA7PWCoEWkYCv57F77pp8rFv83xWX3PZQg3sJK2DgY99rTv7oi9BuwCUzyysCVEjNnXXjxEmK7791S4ha,,,,
2jMpWSPiefHQKEBXadBjEqaR64dyw5osZFmuWHSuNE1kxwzqqwFDF5KCAFtWidxQsd4TiV7umoBwCdR6RNj7jpv1,,,,
5YaYDkiyqoSQwgdaekwz79toKRkyjkjoThAE3UNpLm6fTgtLVCk9vvBP555AKsNtXg8VBbYxAS5DohcaW3EKvsoD,,,,
3SrupYFGd14siZMPd5Vaz6XBuoggyDRvu7M8TbF37KBVAc2EB1Hb883PjYE8Zw8NfBtkYuAK5JETvJY3gP53RsRp,,,,
3Vk9za8QJYxu4XVaGuPCV2wj7FCeJjevmwtAddu7MegfZzzsTrvtAMgXSTET44swuRZmpLCAMyHH9eqUDmc6nMcQ,,,,
14dUhvuQf2GzCJa2DV762vhDJfpLLkPpzyj39EVuYcotcTwJtKaHYhyGkcPLmYUkonGiXz43dT5P8EnYxJa1yQ8,,,,
3uiaRNHEzkQZB9E67it6KQzK2RNdn3q3svGiyz8hkSTVukdXY7dSrRC7QsVohBhS28RyaRnQAVHAasiUdYFXRuM9,,,,
5GVtYAPeAwdJmStkuR4uFyhY4GQoEb4jyUFJKjMS4sdBMVGiQqRs8fDPwMeByEtFgbSQYawnQFEDNHDq1vkqPBPS,,,,
5ptybpkpbXHSu3WWAkhkqzt5ynVu7ZsnsDZFDXr7x9KbsuA9pRBxBrmBDbXgChXu7b6ncrJ5Vv7NMZScpd835CuK,,,,
25k5M3TMQoBjV9y7HkGftAnYcf4hXy9fLWKbVbcfMaCaz8QaSDncPwwRsDyCsyKbYwob4CEdaaxGSBnac1SwAFcw,,,,
2EwWBiiYCL9g98pxGPkQJkrG3As9E8dVggSQvj7MqjrLSnLXeGFBGBtxTWrJfZzDztHS94TudEZ4TeAxhSf7ALt8,,,,
47tLb4Hgaw7JFggQZcDkQifTJgEsDW45cdkKnXtqARKpHNGpaZJvqtds2v5ZGshDHxAqWfST79AGrFGnCgSBcCa6,,,,
